-0.75836808,-0.2007379,0.72883162,0.02597142,-0.44098906,-1.01313077,-0.09915191,-0.37666343,-0.38398188,0.10634644,0.21035621,-0.16408847,-0.08115167,-1.15820696,-0.04233769,8000.0,0.0,88000.0
-0.71803621,0.08534982,0.04707796,-0.05446649,-0.44583113,-1.03198834,-0.09575551,-0.38018188,-0.25991467,0.39408553,0.01464332,-0.07735167,-0.37065926,-1.17091644,-0.03470026,-9000.0,-29000.0,80000.0
-0.71778442,0.08534982,0.04707796,-0.05446649,-0.44583113,-1.03198834,-0.09575551,-0.38398188,0.10634644,0.21035621,-0.16408847,-0.08115167,-1.15820696,-0.04233769,-1.03366551,-9000.0,-29000.0,80000.0
0.03716863,0.03639467,-0.59640384,-0.03335995,-0.05930856,-0.4646887,-1.0299232,-0.09927396,-0.25991467,0.39408553,0.01464332,-0.07735167,-0.37065926,-1.17091644,-0.03470026,-9000.0,-29000.0,80000.0
-0.71240579,0.08534982,0.04707796,-0.05446649,-0.44583113,-1.03198834,-0.09575551,-0.37258188,-0.25991467,0.39408553,0.01464332,-0.07735167,-0.37065926,-1.17091644,-0.03470026,-7000.0,-27000.0,82000.0
-0.71240579,0.08659256,0.04707796,-0.05446649,-0.44583113,-1.03198834,-0.09575551,-0.37258188,-0.25991467,0.39408553,0.01464332,-0.07735167,-0.37065926,-1.17091644,-0.03470026,-7000.0,-20000.0,82000.0
0.0347711,0.06046763,-0.59640384,-0.03335995,-0.05930856,-0.4646887,-1.0299232,-0.09927396,-0.24851467,0.02782442,0.19837264,0.10138012,-0.36685926,-0.38336874,-1.16327901,1000.0,-27000.0,83000.0
0.72720511,0.10744812,0.03213245,-0.70780875,-0.70054139,-0.05499445,-0.07961944,-0.3420748,-0.62163535,0.11681945,-0.06975167,-0.37065926,-0.01710763,-0.19319952,3.64157242,-10000.0,-30000.0,79000.0
0.75459056,0.10744812,0.03213245,-0.70780875,-0.70054139,-0.04929337,-0.07961944,-0.3420748,-0.62163535,0.11681945,-0.06975167,-0.36834437,-0.01710763,-0.19319952,3.64157242,-9000.0,-8000.0,81000.0
0.70325135,0.10744812,0.03213245,-0.70780875,-0.70054139,-0.04929337,-0.07961944,-0.3420748,-0.62163535,0.11681945,-0.06975167,-0.36834437,-0.01710763,-0.19319952,3.64157242,7000.0,-22000.0,89000.0
